0.1 | 0.1 | Quadratic Regression | Lambda = 1.00e-05 | Raw | PCA = 5 | ActDCF = 0.897 | MinDCF = 0.851
0.1 | 0.5 | Quadratic Regression | Lambda = 1.00e-05 | Raw | PCA = 5 | ActDCF = 0.773 | MinDCF = 0.254
0.1 | 0.1 | Quadratic Regression | Lambda = 1.00e-05 | Normalized | PCA = 5 | ActDCF = 1.001 | MinDCF = 0.989
0.1 | 0.5 | Quadratic Regression | Lambda = 1.00e-05 | Normalized | PCA = 5 | ActDCF = 0.972 | MinDCF = 0.369
0.1 | 0.1 | Quadratic Regression | Lambda = 1.00e-05 | Raw | PCA = 6 | ActDCF = 0.557 | MinDCF = 0.546
0.1 | 0.5 | Quadratic Regression | Lambda = 1.00e-05 | Raw | PCA = 6 | ActDCF = 0.255 | MinDCF = 0.127
0.1 | 0.1 | Quadratic Regression | Lambda = 1.00e-05 | Normalized | PCA = 6 | ActDCF = 1.001 | MinDCF = 0.989
0.1 | 0.5 | Quadratic Regression | Lambda = 1.00e-05 | Normalized | PCA = 6 | ActDCF = 0.972 | MinDCF = 0.37
0.1 | 0.1 | Quadratic Regression | Lambda = 5.99e-05 | Raw | PCA = 5 | ActDCF = 0.897 | MinDCF = 0.851
0.1 | 0.5 | Quadratic Regression | Lambda = 5.99e-05 | Raw | PCA = 5 | ActDCF = 0.773 | MinDCF = 0.254
0.1 | 0.1 | Quadratic Regression | Lambda = 5.99e-05 | Normalized | PCA = 5 | ActDCF = 1.001 | MinDCF = 0.989
0.1 | 0.5 | Quadratic Regression | Lambda = 5.99e-05 | Normalized | PCA = 5 | ActDCF = 0.972 | MinDCF = 0.369
0.1 | 0.1 | Quadratic Regression | Lambda = 5.99e-05 | Raw | PCA = 6 | ActDCF = 0.557 | MinDCF = 0.546
0.1 | 0.5 | Quadratic Regression | Lambda = 5.99e-05 | Raw | PCA = 6 | ActDCF = 0.255 | MinDCF = 0.127
0.1 | 0.1 | Quadratic Regression | Lambda = 5.99e-05 | Normalized | PCA = 6 | ActDCF = 1.001 | MinDCF = 0.989
0.1 | 0.5 | Quadratic Regression | Lambda = 5.99e-05 | Normalized | PCA = 6 | ActDCF = 0.972 | MinDCF = 0.37
0.1 | 0.1 | Quadratic Regression | Lambda = 3.59e-04 | Raw | PCA = 5 | ActDCF = 0.897 | MinDCF = 0.851
0.1 | 0.5 | Quadratic Regression | Lambda = 3.59e-04 | Raw | PCA = 5 | ActDCF = 0.773 | MinDCF = 0.254
0.1 | 0.1 | Quadratic Regression | Lambda = 3.59e-04 | Normalized | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.989
0.1 | 0.5 | Quadratic Regression | Lambda = 3.59e-04 | Normalized | PCA = 5 | ActDCF = 0.976 | MinDCF = 0.369
0.1 | 0.1 | Quadratic Regression | Lambda = 3.59e-04 | Raw | PCA = 6 | ActDCF = 0.557 | MinDCF = 0.546
0.1 | 0.5 | Quadratic Regression | Lambda = 3.59e-04 | Raw | PCA = 6 | ActDCF = 0.255 | MinDCF = 0.127
0.1 | 0.1 | Quadratic Regression | Lambda = 3.59e-04 | Normalized | PCA = 6 | ActDCF = 1.002 | MinDCF = 0.989
0.1 | 0.5 | Quadratic Regression | Lambda = 3.59e-04 | Normalized | PCA = 6 | ActDCF = 0.976 | MinDCF = 0.37
