0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.001 | Raw | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.001 | Raw | Calibrated | PCA = 5 | ActDCF = 2.027 | MinDCF = 0.904
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.001 | Raw | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.001 | Raw | Calibrated | PCA = 5 | ActDCF = 0.246 | MinDCF = 0.229
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.001 | Normalized | Calibrated | PCA = 5 | ActDCF = 8.893 | MinDCF = 0.94
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.001 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.988 | MinDCF = 0.306
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 2.122 | MinDCF = 0.885
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 0.264 | MinDCF = 0.244
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.001 | Normalized | Calibrated | PCA = 6 | ActDCF = 8.888 | MinDCF = 0.939
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.001 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.988 | MinDCF = 0.312
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.01 | Raw | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.01 | Raw | Calibrated | PCA = 5 | ActDCF = 6.958 | MinDCF = 0.999
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.01 | Raw | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.99
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.01 | Raw | Calibrated | PCA = 5 | ActDCF = 0.819 | MinDCF = 0.71
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.01 | Normalized | Calibrated | PCA = 5 | ActDCF = 3.174 | MinDCF = 0.92
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.01 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.367 | MinDCF = 0.288
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.01 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.01 | Raw | Calibrated | PCA = 6 | ActDCF = 6.756 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.01 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.996
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.01 | Raw | Calibrated | PCA = 6 | ActDCF = 0.798 | MinDCF = 0.685
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.01 | Normalized | Calibrated | PCA = 6 | ActDCF = 3.239 | MinDCF = 0.909
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.01 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.374 | MinDCF = 0.303
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.629 | MinDCF = 0.629
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Raw | Calibrated | PCA = 5 | ActDCF = 6.727 | MinDCF = 0.685
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.595 | MinDCF = 0.575
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Raw | Calibrated | PCA = 5 | ActDCF = 0.816 | MinDCF = 0.584
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Normalized | Calibrated | PCA = 5 | ActDCF = 2.639 | MinDCF = 0.902
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.352 | MinDCF = 0.313
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Raw | Uncalibrated | PCA = 6 | ActDCF = 0.627 | MinDCF = 0.626
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Raw | Calibrated | PCA = 6 | ActDCF = 8.047 | MinDCF = 0.701
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Raw | Uncalibrated | PCA = 6 | ActDCF = 0.585 | MinDCF = 0.572
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Raw | Calibrated | PCA = 6 | ActDCF = 0.922 | MinDCF = 0.595
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Normalized | Calibrated | PCA = 6 | ActDCF = 2.923 | MinDCF = 0.934
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.01 | gamma = 0.1 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.389 | MinDCF = 0.355
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Raw | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Raw | Calibrated | PCA = 5 | ActDCF = 3.14 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Raw | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.992
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Raw | Calibrated | PCA = 5 | ActDCF = 0.376 | MinDCF = 0.337
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Normalized | Calibrated | PCA = 5 | ActDCF = 8.923 | MinDCF = 0.966
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.991 | MinDCF = 0.337
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 3.157 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.997
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 0.389 | MinDCF = 0.362
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Normalized | Calibrated | PCA = 6 | ActDCF = 8.923 | MinDCF = 0.962
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.001 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.991 | MinDCF = 0.331
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Raw | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Raw | Calibrated | PCA = 5 | ActDCF = 9.0 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Raw | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.781
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Raw | Calibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.795
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Normalized | Calibrated | PCA = 5 | ActDCF = 3.412 | MinDCF = 0.92
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.397 | MinDCF = 0.313
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Raw | Calibrated | PCA = 6 | ActDCF = 9.0 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.819
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Raw | Calibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.832
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Normalized | Calibrated | PCA = 6 | ActDCF = 3.431 | MinDCF = 0.916
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.01 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.402 | MinDCF = 0.322
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.629 | MinDCF = 0.629
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Raw | Calibrated | PCA = 5 | ActDCF = 5.72 | MinDCF = 0.681
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Raw | Uncalibrated | PCA = 5 | ActDCF = 0.595 | MinDCF = 0.575
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Raw | Calibrated | PCA = 5 | ActDCF = 0.742 | MinDCF = 0.582
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Normalized | Calibrated | PCA = 5 | ActDCF = 4.634 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.954
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.559 | MinDCF = 0.46
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Raw | Uncalibrated | PCA = 6 | ActDCF = 0.627 | MinDCF = 0.626
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Raw | Calibrated | PCA = 6 | ActDCF = 6.281 | MinDCF = 0.684
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Raw | Uncalibrated | PCA = 6 | ActDCF = 0.585 | MinDCF = 0.572
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Raw | Calibrated | PCA = 6 | ActDCF = 0.779 | MinDCF = 0.588
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Normalized | Calibrated | PCA = 6 | ActDCF = 5.127 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.965
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.03162277660168379 | gamma = 0.1 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.622 | MinDCF = 0.528
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Raw | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Raw | Calibrated | PCA = 5 | ActDCF = 6.6 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Raw | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.454
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Raw | Calibrated | PCA = 5 | ActDCF = 0.733 | MinDCF = 0.453
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Normalized | Calibrated | PCA = 5 | ActDCF = 8.95 | MinDCF = 0.977
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.994 | MinDCF = 0.362
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 8.218 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.634
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Raw | Calibrated | PCA = 6 | ActDCF = 0.913 | MinDCF = 0.651
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Normalized | Calibrated | PCA = 6 | ActDCF = 8.945 | MinDCF = 0.971
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Normalized | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.001 | Normalized | Calibrated | PCA = 6 | ActDCF = 0.994 | MinDCF = 0.373
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Raw | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.996
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Raw | Calibrated | PCA = 5 | ActDCF = 3.949 | MinDCF = 0.996
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Raw | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 0.474
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Raw | Calibrated | PCA = 5 | ActDCF = 0.512 | MinDCF = 0.48
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Normalized | Calibrated | PCA = 5 | ActDCF = 3.844 | MinDCF = 0.95
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Normalized | Uncalibrated | PCA = 5 | ActDCF = 1.0 | MinDCF = 1.0
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Normalized | Calibrated | PCA = 5 | ActDCF = 0.447 | MinDCF = 0.354
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.994
0.1 | 0.1 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Raw | Calibrated | PCA = 6 | ActDCF = 4.253 | MinDCF = 0.996
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Raw | Uncalibrated | PCA = 6 | ActDCF = 1.0 | MinDCF = 0.505
0.1 | 0.5 | SVM RBF | K = 0.0 | C = 0.1 | gamma = 0.01 | Raw | Calibrated | PCA = 6 | ActDCF = 0.551 | MinDCF = 0.506
